AccusedMasterID,CaseMasterID,AccusedName,AgeYear,GenderID,PersonID,RepeatOffender,GangID,Phone
80,516,Peter Dhingra,58,1,A1,True,GANG-941,6575011371
81,52,Azaan Pingle,49,2,A1,False,,7986947816
82,120,Jeevika Sachdeva,47,1,A5,False,,0067249609
83,693,Samar Pradhan,51,2,A2,False,,7752833425
84,491,Charan Ghosh,44,2,A3,False,,+915481483290
85,283,Lajita Bail,61,1,A1,True,GANG-155,+910872045010
86,442,Thomas Rajan,41,1,A2,False,,8314793018
87,365,Oliver Sane,43,1,A5,False,,09462996898
88,460,Krishna Bakshi,46,2,A4,False,,+918038397109
89,715,Azaan Varkey,36,1,A3,False,,07138818912
90,403,Avni Raman,38,1,A1,True,GANG-547,+910129205630
91,968,Zashil Grewal,32,2,A1,False,,06848423697
92,368,David Lalla,25,1,A5,True,GANG-160,+914405433908
93,202,Ronith Ramachandran,47,1,A2,True,GANG-942,09045582592
94,84,Rachana Devan,47,1,A5,True,GANG-662,+917073712910
95,684,Azaan Varma,50,2,A1,False,,02462498414
96,334,Darsh Sahni,43,2,A2,False,,+912962785354
97,511,Triveni Dhar,39,2,A2,False,,4699493257
98,753,Chasmum Mammen,48,2,A5,False,,05855571488
99,610,Turvi Borah,55,2,A4,False,,3112056811
100,826,Ira Bhatnagar,58,2,A5,False,,+912485196974
101,271,Max Bhatnagar,32,2,A2,True,GANG-366,+912879775885
102,372,Indira Iyer,29,1,A3,True,GANG-856,1363038763
103,186,Shivansh Rau,59,1,A1,True,GANG-312,+918318331389
104,352,Advaith Chopra,49,2,A3,False,,06465918770
105,577,Zinal Peri,60,1,A2,False,,+911058428921
106,123,Nimrat Tandon,56,2,A4,False,,08979132791
107,765,Tanvi Randhawa,63,2,A5,False,,+919566927254
108,719,Gaurang Sha,49,1,A3,False,,+917217064897
109,92,Tanvi Oza,30,2,A3,False,,5407185780
110,248,Rachit Krishna,25,2,A1,False,,+912745532611
111,425,Diya Bora,43,1,A2,False,,0097655382
112,25,Vamakshi Krishna,38,1,A5,True,GANG-160,0675097127
113,33,Mahika Ravel,22,1,A2,False,,6302252855
114,429,Barkha Korpal,55,2,A4,False,,04885592859
115,287,Rajata Baria,28,1,A4,False,,+914588416420
116,654,Inaya Hayer,59,1,A1,False,,+918748214789
117,858,Abha Vohra,25,1,A1,False,,+919330826019
118,367,Ekantika Gulati,45,1,A4,True,GANG-558,+910216999347
119,166,Bhanumati Chakrabarti,56,1,A4,False,,+918227788315
120,17,Omaja Rao,57,1,A4,True,GANG-101,00144215076
121,985,Agastya Borra,52,1,A3,False,,2280940211
122,231,Mahika Agarwal,36,1,A1,False,,+917124400286
123,142,Inaya Chandra,50,2,A2,False,,+916011884537
124,182,Xalak Chaudhary,21,2,A2,False,,+916953814976
125,100,Daksh Aurora,64,2,A2,False,,+910629735935
126,135,Vasana Tripathi,56,2,A5,False,,2336463740
127,167,Lajita Sachdev,59,1,A2,False,,2729189468
128,34,Yatan Om,45,1,A1,True,GANG-270,+914513412992
129,763,Bhavani Jhaveri,56,2,A4,False,,9152041327
130,42,Raagini Toor,48,1,A5,True,GANG-403,9333070140
131,906,Bahadurjit Tella,28,1,A1,False,,04955197601
132,31,Harini Kata,34,1,A4,True,GANG-403,9986528919
133,326,Vrishti Dewan,31,1,A3,False,,7536671429
134,834,Lucky Sha,63,2,A1,False,,1014030488
135,331,Warjas Mani,35,2,A5,False,,9415931643
136,269,Chakrika Palla,48,1,A1,True,GANG-230,07693734305
137,808,Ojasvi Desai,27,2,A3,False,,09360819761
138,912,Indali Jani,59,1,A5,False,,+911146743634
139,718,Aryan Ramakrishnan,50,1,A4,False,,06386093409
140,605,William Devi,67,1,A3,False,,02962297263
141,938,Nidhi Tailor,55,2,A2,False,,05667489700
142,425,Ronith Kaur,23,1,A4,False,,04419379569
143,529,Gopal Dyal,62,2,A1,False,,+910734821459
144,237,Dominic Swamy,41,2,A5,True,GANG-348,+919135933762
145,924,Patrick Kunda,55,1,A2,False,,+918132432270
146,948,Unnati Rana,51,1,A5,False,,+918642494339
147,159,Chakrika Vig,60,1,A1,False,,+915613426919
148,563,Rudra Rao,60,2,A2,False,,3066737116
149,469,Nirja Shan,59,1,A3,False,,+914586526109
150,604,Ethan Sant,65,1,A2,False,,08859883212
151,996,Zehaan Bhakta,46,2,A5,False,,6317067929
152,696,Amrita Nori,33,2,A2,True,GANG-372,5341528913
153,391,Kevin Sarna,53,1,A5,False,,4747753999
154,753,Harrison Sarin,60,2,A3,False,,+914929917913
155,670,Ranbir Viswanathan,47,1,A5,False,,5595890489
156,598,Brinda Sha,68,2,A4,False,,01738478911
157,188,Agastya Bhavsar,52,1,A2,False,,7298623084
158,938,Jatin Narayan,50,2,A2,False,,1712526817
159,510,Veda Ramaswamy,54,2,A5,False,,7773553495
160,375,Ayaan Chauhan,66,2,A4,False,,7671270164
161,178,Dev Wagle,22,1,A5,False,,03847976133
162,336,Adya Walia,59,2,A2,True,GANG-342,+915798920542
163,330,Tanmayi Sethi,53,1,A5,False,,+913383472424
164,178,Orinder Balasubramanian,34,2,A1,False,,7599408645
165,589,Zansi Chauhan,26,1,A4,False,,4398186783
166,605,Henry Malhotra,23,2,A2,True,GANG-270,+917680572813
167,854,Mitali Ramaswamy,37,2,A4,False,,9054658726
168,533,Bhavini Ghose,60,1,A2,False,,01048801416
169,617,Tanvi Mital,62,1,A5,False,,05686040625
170,905,Fariq Bail,34,1,A3,False,,0286578003
171,480,Hema Krishnan,35,1,A5,False,,6133722668
172,60,Nikita Krishna,33,1,A4,True,GANG-230,+913912500580
173,482,Aashi Kashyap,31,1,A2,False,,5934773499
174,182,Ekaraj Sur,52,2,A2,False,,8747573057
175,521,Ekavir Bhagat,43,1,A5,True,GANG-466,04601085289
176,382,Samar Oommen,28,1,A5,False,,3778195283
177,276,Janya Mangal,38,1,A3,False,,09670067098
178,562,Triya Oak,69,1,A4,False,,07769548368
179,425,Vedika Sehgal,31,1,A2,True,GANG-859,+915837442689
180,52,Warda Lall,70,2,A4,False,,2260510036
181,999,Rudra Cherian,51,2,A3,False,,07057001819
182,651,Zilmil Rao,53,1,A4,False,,6512816534
183,738,Sanaya Sandhu,40,2,A3,False,,02120886851
184,587,Ishaan Rana,64,2,A3,False,,03511851715
185,296,Peter Naidu,44,2,A3,False,,04790293882
186,20,Anika Nayar,58,2,A4,False,,00024052636
187,196,Hemani Halder,36,2,A5,False,,09012308544
188,68,Abdul Seshadri,42,2,A3,True,GANG-545,6038145640
189,906,Jasmit Kala,60,2,A3,False,,+918920382620
190,124,Aryan Dara,22,2,A1,False,,+915227877488
191,461,Thomas Seth,48,1,A3,False,,+918581106423
192,91,Anmol Batta,52,1,A2,False,,+918272057633
193,476,Yauvani Desai,52,1,A1,False,,+910141748104
194,192,Gayathri Goyal,59,2,A3,False,,0180553534
195,586,Pratyush Gala,21,2,A3,False,,01292253140
196,827,Amara Lal,54,1,A5,True,GANG-812,+919969240637
197,66,Geetika Bhat,24,2,A3,True,GANG-535,+912372405862
198,174,Kritika Ravi,63,2,A4,False,,0761628954
199,199,Odika Keer,69,1,A5,False,,+914789547173
200,538,Sudiksha Puri,46,1,A1,False,,02333537125
201,356,Naksh Soman,33,1,A3,False,,6708027973
202,783,Hardik Dua,52,2,A2,False,,8191691530
203,825,Ekbal Saraf,69,1,A2,True,GANG-740,09309294407
204,513,Pranit Mistry,57,2,A1,False,,+915642389078
205,230,Zayan Bandi,34,2,A1,True,GANG-379,+919002345882
206,788,Nicholas Badami,64,1,A1,False,,08261777881
207,258,Harish Oak,39,2,A2,False,,02906183874
208,197,Mitali Sarin,51,2,A4,False,,01630938321
209,751,Chasmum Banik,63,1,A5,False,,6759402977
210,184,Charles Golla,67,1,A2,False,,+912770071303
211,688,Ekani Solanki,24,1,A5,False,,08146425595
212,925,Maanas Bajwa,35,2,A5,True,GANG-545,+919317004279
213,115,Jagvi Behl,28,2,A4,False,,2811706671
214,766,Pranit Nair,36,1,A4,False,,2950499040
215,348,Alexander Handa,48,2,A2,False,,7027508259
216,666,Tejas Loke,68,1,A4,False,,+910810493456
217,126,Siya Sood,44,1,A5,False,,0162997009
218,710,Tanveer Mahajan,50,2,A5,True,GANG-558,1436892932
219,419,Lavanya Bala,63,2,A3,False,,+919202023411
220,174,Theodore Sampath,26,2,A5,False,,2481955616
221,970,Wishi Sane,26,2,A3,False,,8343554096
222,621,Mugdha Parmar,43,2,A5,False,,07132738212
223,428,Theodore Chad,43,1,A1,False,,+913320254740
224,652,Tanvi Sha,50,1,A3,True,GANG-572,07417171588
225,643,Saumya Kata,40,1,A2,True,GANG-535,+912644467423
226,868,Yachana Natt,55,1,A2,True,GANG-101,+918239170915
227,806,Atharv Shanker,70,2,A3,True,GANG-160,04244774099
228,95,Kashish Wadhwa,25,1,A4,False,,+913693160745
229,313,Charvi Bansal,65,1,A2,False,,7667869801
230,91,Girindra Samra,41,1,A1,False,,3489296057
231,876,Finn Wason,22,2,A5,False,,+917929528097
232,180,Arjun Srinivas,41,2,A3,False,,06692171181
233,669,Ridhi Nair,39,2,A3,False,,09882602434
234,368,Rachana Garde,66,1,A5,False,,7995073331
235,460,Ishaan Keer,68,1,A3,True,GANG-339,2751771464
236,305,Samar Bala,51,2,A5,False,,03855774826
237,354,Lakshmi Dhar,64,1,A4,False,,7090161047
238,241,Abeer Nath,19,2,A5,True,GANG-270,+919614812098
239,959,Chavvi Chakraborty,34,2,A1,False,,5182481376
240,435,Upkaar Mutti,19,2,A5,False,,+914461074858
241,96,Jeremiah Edwin,28,1,A5,False,,07402938918
242,773,Diya Borde,54,2,A2,False,,05466677484
243,285,Hiral Buch,43,2,A2,False,,+914178302215
244,138,Jagvi Tandon,42,2,A3,False,,+916435314918
245,257,Hredhaan Lal,47,1,A2,False,,+918029424081
246,270,Dhriti Wason,54,1,A1,False,,+913488677773
247,885,Vedhika Bahl,32,2,A3,False,,09755616497
248,268,Vamakshi Arya,27,1,A4,True,GANG-833,0976434618
249,547,Daniel Bassi,26,2,A1,False,,+910771385525
250,364,Nirja Divan,43,1,A5,False,,01667221285
251,392,Samarth Merchant,50,2,A5,True,GANG-528,00367923786
252,41,George Deol,54,2,A5,False,,0896064510
253,131,Samarth Chakraborty,52,1,A2,False,,+919605760505
254,635,Dipta Baria,36,1,A4,False,,9972893954
255,428,Nathan Khurana,48,2,A3,False,,6021754023
256,288,Darpan Dhingra,50,2,A2,False,,+912463307259
257,996,Vinaya Parmar,48,2,A4,False,,+911606368514
258,634,Ria Tata,50,1,A1,False,,9187809867
259,592,Harshil Munshi,58,1,A3,True,GANG-833,+918257040490
260,76,Udant Kapoor,47,2,A5,False,,+916137613878
261,853,Anmol Sen,38,2,A5,False,,09060673193
262,158,Advik Talwar,51,1,A3,False,,06759584911
263,416,Teerth Yogi,39,1,A5,True,GANG-572,+913228134425
264,446,Harsh Mammen,33,1,A2,True,GANG-520,09340058852
265,177,Eta Apte,47,2,A1,False,,06288438968
266,367,Yatan Tiwari,27,2,A5,True,GANG-229,+917703417355
267,262,Oscar Yogi,42,2,A5,False,,1051086032
268,482,Kamya Chad,39,2,A3,False,,+911005454486
269,101,Urvi Madan,58,1,A4,False,,8266550685
270,445,Jhalak Kapadia,45,1,A2,False,,2171486087
271,582,Raagini Saini,32,2,A4,True,GANG-403,05428616262
272,409,Onveer Bir,18,1,A4,False,,+910406359595
273,190,Deepa Keer,35,1,A4,False,,+915427240159
274,265,Rayaan Narayan,23,2,A2,False,,+910398188141
275,174,Wishi Dara,41,1,A4,False,,05598761210
276,631,Robert Gade,29,2,A1,False,,1965115535
277,749,Manbir Kunda,65,2,A1,False,,+913438483424
278,264,Qasim Pingle,62,2,A4,False,,+919178087005
279,589,Nandini Pau,65,1,A2,False,,+914498353817
280,925,Triya Loke,23,1,A4,False,,+913598686737
281,458,Tamanna Varkey,26,2,A2,False,,09149044401
282,353,Om Sahota,34,1,A2,True,GANG-843,+918198315556
283,349,Imaran Dixit,53,1,A4,False,,05005402978
284,18,Tanish Bedi,58,2,A2,False,,07537972637
285,391,Zayyan Pingle,25,2,A4,False,,7637907504
286,617,Arjun Gola,58,1,A3,False,,0149850307
287,270,Hema Bajaj,25,1,A4,False,,08776788567
288,825,Unni Pall,23,2,A2,True,GANG-942,+912377856194
289,91,Chandresh Saraf,31,1,A4,False,,+919076661083
290,894,Aahana Uppal,52,1,A5,False,,8278118161
291,998,Wyatt Dyal,27,2,A1,False,,8121399646
292,218,Mitali Minhas,22,2,A4,False,,1759479829
293,320,Chasmum Sachdeva,25,2,A3,False,,+914086470677
294,467,Upadhriti Rana,41,2,A2,True,GANG-403,09836976873
295,345,Yoshita Hans,50,2,A2,True,GANG-812,+918172861609
296,799,Naveen Pandey,68,2,A3,False,,08921633385
297,293,Waida Biswas,44,1,A2,False,,03320715001
298,332,Avni Bahri,24,1,A4,False,,+917333604013
299,900,Udyati Munshi,70,2,A2,False,,02117499148
300,545,Harita Kar,39,1,A4,True,GANG-244,03788199751
301,894,Chaman Luthra,29,1,A1,False,,+919739720298
302,750,Ojas Kunda,19,1,A4,True,GANG-856,5295106069
303,48,Chakrika Kar,53,2,A5,False,,+916472860911
304,739,Yashawini Barad,36,2,A2,False,,01475424941
305,220,Tarak Chauhan,35,2,A2,True,GANG-467,06508736111
306,922,Anamika Char,61,2,A3,False,,+915697667535
307,758,Darsh Salvi,30,2,A1,True,GANG-556,00428534342
308,262,Advay Hegde,48,2,A4,False,,09210993925
309,646,Quincy Chandran,47,2,A4,False,,05571190502
310,674,Matthew Chokshi,61,1,A4,True,GANG-941,07512127241
311,447,Yashasvi Cheema,54,2,A1,False,,2750506862
312,30,Harish Saran,61,2,A2,False,,+917948068502
313,353,Hemangini Datta,40,1,A5,False,,+919393336731
314,797,Tejas Menon,23,1,A4,False,,+913297169728
315,928,Yashasvi Prabhu,31,1,A5,False,,+917755367693
316,36,Bishakha Sarraf,70,2,A3,False,,05663035564
317,182,Onveer Upadhyay,18,1,A4,True,GANG-403,+916245240276
318,135,Gaurav Gandhi,26,1,A5,False,,+916734582370
319,265,Ekavir Sidhu,56,2,A4,False,,2323605441
320,107,Pratyush Dave,28,2,A2,False,,5458931500
321,778,Qarin Magar,45,2,A2,False,,7851762460
322,684,Ishani Kurian,20,1,A4,False,,+915402191821
323,124,Ranbir Pillay,47,1,A3,False,,+917035261711
324,965,Nitara Menon,46,1,A2,False,,2267126163
325,737,Harrison Sanghvi,47,2,A1,False,,8069722922
326,362,Pratyush Kata,21,2,A5,False,,+914112059588
327,835,Sai Deshpande,59,2,A5,False,,+915037462523
328,609,Aadhya Parekh,21,2,A3,True,GANG-157,0721544095
329,848,Neel Singhal,29,2,A3,True,GANG-537,5076382746
330,26,Neelima Prashad,63,2,A1,False,,3692683495
331,379,Meera Sheth,51,1,A4,False,,03802746541
332,862,Nisha Gole,19,1,A2,False,,07587176584
333,412,Wriddhish Kale,23,2,A1,False,,01481469584
334,307,Faraj Lall,64,2,A2,False,,07423526170
335,143,Aarush Buch,46,1,A2,False,,+910165101364
336,838,Chanchal Kamdar,31,2,A1,False,,5961380171
337,800,Dayita Garg,41,1,A1,False,,9880327932
338,801,Vidhi Loke,42,1,A3,False,,02202819491
339,506,Varenya Gour,44,2,A5,False,,0056400079
340,752,Harish Swaminathan,37,2,A5,False,,+915489227939
341,988,Harish Wason,50,1,A5,False,,2530339272
342,250,Amruta Singh,49,1,A2,False,,+912932958350
343,269,Yashodhara Balakrishnan,57,1,A2,False,,0749391431
344,344,Krisha Sami,23,1,A4,False,,07026101942
345,333,Alka Virk,20,1,A1,False,,+911923274751
346,577,Kai Mitter,58,2,A2,True,GANG-528,2128045641
347,361,Yashawini Dubey,29,1,A5,False,,9541350978
348,719,Dhruv Dey,59,1,A1,False,,0260272830
349,504,Nitesh Chaudhry,29,2,A3,False,,+919054656091
350,184,Christopher Gaba,34,1,A1,False,,09263301230
351,322,Chatura Keer,33,1,A3,False,,0011306373
352,418,Amrita Bhatti,41,1,A3,False,,01347681507
353,878,Bhavini Ramachandran,64,1,A1,False,,00492295211
354,843,Raksha Bhatti,69,2,A5,True,GANG-342,8426951581
355,398,Sachi Mallick,38,2,A5,False,,01536356634
356,72,Panini Mitra,19,1,A2,False,,01073042640
357,65,Ucchal Sahni,18,1,A1,False,,6326278474
358,342,Zayyan Bumb,58,1,A2,True,GANG-348,4552334943
359,892,Kiaan Konda,53,2,A3,False,,+910003276260
360,319,Gauri Chandran,68,1,A3,False,,4941275901
361,923,Eshana Seshadri,19,2,A1,False,,05676482159
362,945,Dalbir Kar,48,1,A3,False,,06310670766
363,361,Mitesh Devi,43,2,A5,True,GANG-833,05183152634
364,498,Jason Keer,59,2,A4,False,,+915446274848
365,442,Guneet Date,30,1,A2,False,,1842436259
366,331,Nilima Mukherjee,18,2,A1,False,,09731732331
367,402,Nathaniel Raj,41,2,A4,False,,03227556139
368,937,Yashawini Desai,38,1,A5,False,,09102133930
369,315,Jagrati Karpe,22,1,A1,False,,+913351051754
370,521,Warinder Ahuja,22,2,A3,True,GANG-942,+915039472437
371,416,Ekalinga Rout,43,1,A1,False,,+916341349521
372,786,Anthony Sanghvi,54,1,A4,False,,+918667784383
373,490,Jai Bhandari,45,2,A3,False,,05450470059
374,820,Nilima Wason,59,2,A2,False,,00315105181
375,602,Chaitanya Sani,21,2,A4,False,,05372409040
376,935,Neelima Padmanabhan,29,2,A5,False,,+911651304581
377,849,Netra Golla,30,1,A4,True,GANG-942,0222856535
378,324,Robert Raval,21,1,A5,False,,9851674308
379,932,Robert Palla,24,1,A1,False,,04446552349
380,85,Urvi Mall,36,1,A3,False,,7071371730
381,372,Qarin Tripathi,50,2,A1,False,,01561870041
382,264,Vrishti Seshadri,46,2,A3,True,GANG-244,+918242195834
383,347,Diya Acharya,62,2,A5,False,,8330128567
384,463,Tanvi Bala,51,2,A5,False,,2053528173
385,514,Kai Bera,56,1,A1,False,,08635418737
386,131,Hitesh Vyas,52,2,A1,False,,+915797911488
387,466,Sathvik Pradhan,32,1,A5,True,GANG-312,3205680804
388,284,Varsha Deshmukh,42,2,A3,False,,3597908602
389,186,Anjali Dewan,55,2,A1,False,,+911850291184
390,111,Ekaraj Edwin,60,1,A3,False,,2761163048
391,27,Lekha Bawa,48,2,A5,False,,+911034019455
392,157,Bimala Chaudhry,27,2,A2,False,,+913057041573
393,688,Sanya Hari,29,2,A5,False,,04510169637
394,117,Dev Kibe,69,1,A2,False,,7831364032
395,945,Gunbir Parekh,70,1,A3,False,,+913146902618
396,94,Charita Hayre,63,2,A4,False,,8388671467
397,198,Imaran Mann,38,1,A3,False,,3199393588
398,775,Wriddhish Contractor,62,1,A5,False,,02107419886
399,81,Madhav Mitter,29,2,A2,False,,+917278066400
400,749,Fiyaz Bala,42,1,A3,True,GANG-276,8491127079
401,841,Zansi Master,21,2,A1,False,,+912463737092
402,735,Bina Kadakia,55,1,A2,True,GANG-155,01912385685
403,196,Yashvi Krish,52,2,A3,False,,+918205787232
404,361,Viraj Sankaran,42,2,A5,False,,+911685852306
405,541,Isaiah Dhar,67,2,A1,False,,5375644655
406,422,Dalbir Handa,69,2,A3,False,,1029025466
407,437,Vedika Batra,56,2,A5,False,,02664717375
408,948,Wyatt Karpe,39,1,A5,False,,+917892583573
409,789,Ranveer Balay,67,1,A1,True,GANG-761,03923537327
410,426,Raksha Balasubramanian,41,2,A4,False,,04582014535
411,432,Isaac Kaul,50,1,A1,False,,+915838526905
412,82,Januja Pillay,21,2,A3,False,,+913865986794
413,827,Harsh Din,53,2,A3,False,,01315769079
414,402,Saumya Loke,54,1,A4,False,,05497283652
415,887,Dayita Srivastava,23,1,A4,False,,+914300256943
416,871,Chaman Bhatt,49,1,A4,False,,07087975099
417,758,Hritik Aggarwal,54,2,A5,False,,8384018257
418,233,Leela Narayanan,54,2,A2,False,,7770315149
419,385,Urishilla Lad,63,1,A4,False,,+912226667330
420,148,Vamakshi Ghosh,27,1,A3,False,,+919243089882
421,421,Chatresh Patel,63,2,A1,False,,02818387413
422,147,Rachita Seshadri,43,2,A4,False,,06118150998
423,896,Wakeeta Arora,22,2,A1,False,,08119293430
424,679,Siddharth Parmer,36,2,A2,True,GANG-342,03150298573
425,432,Vivaan Konda,22,1,A4,True,GANG-403,07705670193
426,164,Abeer Palla,44,2,A5,False,,04282881481
427,786,Michael Bath,33,2,A5,False,,3379182502
428,843,Ijaya Gulati,43,1,A5,False,,+911322491873
429,618,Manya Om,23,1,A2,False,,+913704768693
430,77,Darsh Jaggi,29,2,A3,True,GANG-155,08611145292
431,316,Wishi Patil,59,2,A5,False,,+910528282982
432,522,Karan Sehgal,62,2,A1,False,,+918975312775
433,630,Gayathri Rao,56,1,A3,False,,09900710743
434,946,Hardik Munshi,36,1,A2,False,,00818089044
435,55,Nilima Kara,22,2,A1,False,,+918924797757
436,210,Yagnesh Keer,63,1,A1,False,,5024032338
437,566,Parth Patil,32,2,A1,False,,02618064806
438,552,Vasana Patla,22,1,A1,True,GANG-876,06986126351
439,165,Yutika Kota,62,1,A5,False,,1130791094
440,25,Naveen Rai,61,1,A4,False,,5924111527
441,855,Abhiram Barad,54,1,A4,False,,7811659438
442,116,Isaac Sodhi,55,2,A2,False,,09930831403
443,712,Mekhala Konda,63,2,A3,False,,+915744357506
444,634,Nilima Mital,24,1,A4,True,GANG-572,00145900121
445,499,Ekiya Loyal,56,2,A4,False,,4507573156
446,987,Vanya Date,66,1,A2,False,,6140339836
447,685,Tripti Sarin,59,2,A5,False,,+912223258879
448,2,Jagdish Borah,54,1,A2,False,,+919618442085
449,985,Qasim Rege,62,1,A2,False,,8412349227
450,531,Udyati Raja,68,1,A1,False,,08307654578
451,959,Ojasvi Jani,26,2,A4,True,GANG-229,05287040592
452,394,Vrinda Mallick,67,1,A2,False,,+916303809727
453,859,Jatin Mody,64,1,A5,False,,2305111694
454,491,Harish Prabhakar,46,2,A1,True,GANG-941,1551464691
455,319,Nidra Babu,20,1,A1,False,,+917133835203
456,329,Lavanya Issac,24,1,A1,True,GANG-535,5771667642
457,192,Qasim Kapadia,29,2,A2,False,,00045861967
458,642,Maya Raj,32,2,A5,False,,04875119133
459,213,Jeevika Chadha,31,1,A4,False,,9271495352
460,251,Rajeshri Prasad,45,2,A3,True,GANG-535,7613099934
461,19,Faris Tak,43,2,A5,False,,+912250096716
462,255,Ojasvi Sem,39,1,A3,False,,+919582495687
463,993,Abdul Minhas,41,1,A2,False,,+919357201775
464,453,Yadavi Basu,58,1,A1,False,,+915166238688
465,702,Lekha Ganesan,28,1,A1,False,,+911242469081
466,1,Hardik Naidu,57,1,A2,False,,+911481344224
467,156,Ishaan Shanker,27,1,A3,False,,02921123587
468,77,Anjali Agate,35,2,A3,False,,4086171437
469,556,Reva Wadhwa,68,2,A3,False,,05288004184
470,60,Xalak Deo,36,1,A1,False,,+919262150897
471,556,Jalsa Kapur,56,1,A2,True,GANG-229,00486418934
472,20,Nachiket Sridhar,26,1,A5,True,GANG-372,4482270407
